cleaned_comment,label_id
đọc trị độc,0
moá quái_thai,2
nổ quá bà_cụ ơi,2
có_vẻ như mày cố_tình quên dòng này nhỉ tại đại_học quốc_gia singapore nus sáng 711 nó nói chứ có ai đồng_ý không,0
đậu quỳnh_nhi tưởng đánh nghiêm_túc gì chứ troll cũng khoe,0
em nguyện trao tất_cả tấm thân và sự chong_chắng này cho anh,0
hóng quá đa v,0
ôi bọn ghen ăn_tức ở,2
chưa bao_giờ quan_tâm đến đời tư của bất_cứ ai,0
coi mà cừi xĩu cô nch dthw 3,0
hoài_nhân phan_anh tui gắt thế,0
nghĩa_là vào đây thì cần lồn gì phải nói_chuyện lịch_sự hả add,2
lại đc xem tấu hài,0
meeo meo quơ lay_á mà mình làm trend nay lâu lắm roi mà bọn nhỏ_idol này chậm ghê,0
pst 1 p30s,0
tuy album mới ra_mắt chưa được 2 tiếng nhưng đã đứng top 1 thịnh_hành,0
phạm_văn đại_đjs v,0
nhận order balo_giá bèo,0
xem_lại đi,0
và hàn_quốc xem người vn bên đó như ăn_xin,0
nv hải_tai_nạn sống_chết có số k ns xe_máy hay xe ô_tô dễ chết hơn đc,0
nguyễn_thùy_dung khá quan_trọng nhể,0
alo homie ơi chi lan,0
kho than ta sinh ra nham dat nuoc nay,2
có_khi nào hoãn cả cup của liverpool ko,0
không biết lúc_ý còn địt mẹ vô_lý được nữa không nhưng mixi cứ phải 10 10 10,0
đẹp mà ý_thức như cc thì vứt,1
chuẩn ko cần phải chỉnh bạn ơi,0
việt hùng,0
đoàn duy_diện,0
ở đâu bán ad,0
thuy anh vusami anh nhớ nhá các chị,0
kkk chửi long thần,0
có cách gì dú tự bự khỏi phẫu không,0
lại hội người nhật nói tiếng việt à,0
xét_nghiệm ncov tốn nhiều thời_gian để có_thể họ bỏ_qua chăng,0
chết rồi tình_báo cộng_sản bị lộ rồi,0
nguyễn_quang_thức còn mấy ảnh như này không bro,0
xin clip,0
xài chị trang_phá thế kia ai cho hôn nữa,0
em cầm cái này phang vào sự chu_đáo của anh ba,2
trần sinh_đức suy_nghĩ như đầu buồi,2
bác dần vẫn múa quyền đc là vui rồi chỉ lo bác dính bệnh thì khổ d,0
thật_sự kh hay bằng bài trước,0
tp hồ chí_minh mà,0
cũng thường nếu ko_sub thì cũng ko nghe rõ,0
phát_đạt nói quá hay luôn,0
nguyễn_quang_hn huy ahihii,0
hợp_lí vl v,0
may co_dam ve_viet nam k linh_l may_tu gio_dung len mang khoc_nha dam noi dam lam_linh long,2
hốt mớ cuối rồi hạ_cánh,0
cứ ngỡ đâu sẽ lặng ai_ngờ tăng như giá khẩu_trang,0
chuyên_gia stream muộn,0
bị môi a_trang khóa ngay,0
kinh,1
trc kia hơn d,0
phạm_văn_lộc idol viết ntn thì vẫn là idol em hí hí em chấp_nhận hết á,0
cô duyên_dễ sợ,0
anh tiệp về sớm quá chưa tắm biển với mình nữa,0
con linh này nó k biết nhục_sao mà_còn đua cái mặt lên cà,2
toàn là người ở nc ngoài về và cuối_cùng là chỉ có vn là đất nc nhân_ái nhất thôi,0
ờ đi làm mệt mà đêm mà ngày mắt như mắt cú,0
tonight phodiwalk nha mah friend thục yến,0
em minh_hiếu_dao va em yêu ihih 999 anh tự_hào em minh hiếu_va oh789,0
ko có dau_thơm nào sin ma_giá 100 may cảnoi đơn_giản vậy thoi,0
cái này người ta gọi_là quá_độ,0
chỉ có người ngoài vỹ tuyến mới háu thắng vậy thôi hình_ảnh này cho thấy họ luôn sợ_thái_lan thực_tế đúng vậy thua_tl về mọi mặt đó là vì họ không có đảng chăm_lo khi nghe hàng_thái thì bu vào mua,0
thầy đẹp_trai và mẫu mực quá,0
ha ha ha hãy cười trên con cá chết dân chết chính_phủ không biết,0
thêm đôi này cho sang,0
hoàng đức_nhật haha,0
chử lẻ,0
đến con trâu qua ngòi_bút của họ nó cũng biết thù giặc mỹ_cơ mà hay anh tám bbq là nhân_vật hư_cấu đến giờ vẫn lắm người hoài_nghi à còn diệt_chủng mà mấy triệu tín_đồ vẫn tin là doanh_nhân hay danh_nhân gì mới hay nói họ là bậc thầy quả ko ngoa,2
tác_hại của ma túy đá,0
dầu của nó y_như nước_lã ai bị gạt r mới hiểu,0
kệ ông nói có sao đâu xả xì choet thôi kkk,0
đầu_óc lão này có vấn_đề kiểu gì ấy,2
tôi khoái nhất pho bolsa phỏng_vấn nhà tiên_tri vũ_trụ trần dần rất là khoái_chí trong khi toàn_cầu đang rơi vào tình_trạng u_ám vì dịch_bệnh đây là trương_trình giải_trí hữu_hiệu nhất khích_lệ chúng_ta tin vào ngày_mai dù nhà tiên_tri có đúng sai không cần biết nhưng ít phút được nghe nhà_tiên tri_phán là khai_thông dân_trí chỉ có người việt_nam mới được nghe nhà_tiên tri_phán thật là tự_hào vì chúng_ta là người việtmỗi khi được xem và được nghe thì mọi lo_lắng tương_lai sống_chết cơm_áo gạo tiền đều không thành vấn_đề mong là phỏng_vấn nhà tiên_tri nhiều hơn để cuộc_sống tốt_đẹp hơn,0
xin_lỗi cái lozz,1
dương trungđđức_t chong_xáng mà có ai như m đâu,0
trần vinh_nhai lại cc,2
sơn_hoàng cái điệu của bông nè ck,0
ông trần dần nói rất có_lý,0
hoan_hô ông trần_dầnsk của người ở độ tuổi của ông thật_sự rất tốt,0
minh trung_dao đây đích_thị là idol của tooiiiiii,0
chị lại hót,0
cái beat quen_quen các ông ạ nếu tôi không lầm thì nó giống như beat của young b trong show the money mùa 6 thì phải,0
tùng sói bà trang ông độ của ngày_xưa đấy các bạn ạ v,0
trông vô_sinh nhưng lại cực_kì thuyết_phục,0
nghe vô_lí nhưng vô_cùng thuyết_phục,0
đíu ai like cho thầy đi ăn_cắp luôn,2
chất quá idol ạ,0
k hiểu ý_duy nhà mình gì cả,0
,0
cosplay drdisrespect,0
dương_thị_trầm đúng ha,0
cẩm_nhung bắt trend đi,0
giống trường mình bắt học onl nhg học_phí vẫn đóng đủ như học ở trường,0
bố đéo gánh kệ con mẹ chúng m,2
mấy bác cứ tự_nhiên đi,0
huyền_khánh phùng bên phải thiếu cái nốt ruồi_k là giống như 2 giọt nc r,0
quần chất vcl ra,0
chào chị,0
nguyễn_trọng_hiệp cá_sấu mà phải há_mồm chứ,0
non xanh mấy độ trắng_răng mấy_kì quốc_kì không đổi được câu cuối của sấm_trạng trong bản hương_sơn quốc_ngữ,0
trang tròn be hoang_trend của chị trang lên_ngôi rầu_kinh thật,0
trend này lâu lắm rồi,0
thương cô quá à,0
anh độ gáy thử xem nào,0
có đc nghỉ học k,0
èo cô_chú sống chậm lại chút,0
trong ấy cướp lộng_hành kinh vậy,0
yêu thật_sự,0
được vl abe,0
chị chẻ quá lè,0
tuổi lol ăn anh t,1
cô dễ_thương quá,0
mũ_bảo_hiểm mixi,0
nhiều khi người ta chưa phát bệnh nên k biết mình bị ấy b ơi_phát_ngôn cũng phải nghĩ 2 chiều,0
ngọc_giang tính cục súc và hay chửi v,0
linh đậu nhớ bơm căng lốp nhé,0
phú_phong đấy hoa kìa_hái đi,0
hóng cô my điểm danh,0
gửi fan mỗi đứa 1 ngàn đô có luôn hả chị chị chịu_chơi quá hà,0
minh tuân_cười khí_thế luôn kkkkk,0
ai có đủ quyền_hạn để bán ko nói ai cũng hiểu,0
vâng báo từ tháng 12 năm_ngoái mà_lại chê trình_độ của người nhậm_chức năm nay vãi bướm quá,2
giả,0
giàu quá mẹ ơi sao lon,2
chị ơi chi có đôi mắt phúc_hậu lắm,0
dao chém_hụt bảo_đảm không chết,0
cái thằng kiểm_tra k hề nhận phong_bì,0
bán online 10 năm mà đm đạo_đức kém vc boom hàng chết mẹ nó đi mng ơi,2
cực_kì thuyết_phục,0
cơ to quá,0
vu nhat doan_huynh ong ad viet stt chuan qua,0
xem bà thật_thà thấy mến,0
giải_trí thui mà abe,0
vũ_siêu_tấu hài,0
mình bị gạt nè huhu chửi nó nữa đi cô ơi,0
nên chọn đúng vợ mà cưới nếu chọn sai thì nên buông bỏ và lấy vợ mới,0
nam thành cmt của ông kia chỉ mang tính_chất_vả vào mồm mấy đứa tự_nhục lúc_nào cũng nói_nhật là số 1 nhật là is the best từ đó cho ta thấy thì nhật cũng chẳng phải tốt_đẹp lắm,1
phim đc_vl mà thấy chê nhiều nhở thót_tim vl,0
công_ty ko có gì ngoài điều_kiện,0
lam an_kieu gi be ong toi 19 lan,0
cứ như thế_này thì duyệt mẹ đi cho nhanh,1
anh huanrose còn ăn_mỳ tôm_vs bụi tiên_cơ mà,0
tâm nguyễn_phát_ngôn đúng chất não cứt người việt mà đéo về việt thì ông muốn họ sang trung_quốc à giàu thì cũng tiền họ làm ra có xin nhà ông đéo đâu họ về đéo ảnh_hưởng đến đất_nước là được ý_kiến cái đéo gì,2
cô chân_thật nhữg điều cô nói ra có_thể hơi_tục nhưg cuộc_sống mà ko ai lm j cô thì s cô chửi đúg ko,0
hung_nguyen nhân_dân vn tức_là cờ đỏ còn đám cờ vàng là lũ súc_vật lưu_vong hiểu hông,2
katm cao lãnh_be like,0
ông qua cơn khó thở_cận thận trật khớp,0
mặc_dù cô này nói_chuyện rất thẳng_thắng nhưng_mà đúng và thật_thà thương cô này quá,0
chị_gái của nhung và tiên_tiên gì đó có đi cùng chuyến bay đâu vẫn bị,0
tiền_bợ dái của thằng đăng bài là 2 xị nó đi ỉa xin vào bóc cứt ăn nữa để được trường_sinh bất_tử địt mẹ m thằng đăng bài,2
trần minh_nhân vetv xóa rồi lộ hàng nóng kk,0
xàm quá ik ak,0
không_thể tưởng_tượng nỗi nộp thuế nuôi ai đây lúc_nào cũng chê lương thấp,1
hóa chất xử_lý sông tô_nịt nhập tàu nhưng xuất_xứ nhật,0
1 k năm đô_hộ giặc tàu mà lai_tàu và tính_tình phong_tục vvv nói_chung là 810 so với tq,0
thua trug hết dân nó dù ở hải_ngoại theo hay ko theo cs dân nó rất đoàn_kết còn người việt mìh bág bổ_phỉ bág nhau 40 năm qa,2
lên lên abe ơi,0
cj ba giàu vậy vậy cho em xin 60 triệu mua chiếc xe chạy đi chj ba ơi,0
thầy có ft với kenny you hông thầy,0
ban oi cho minh xin video nay đươc ko vay ban,0
quỳnh chị nhìn xem có quen k,0
nó xóa stt r admin à lớn già đầu_r mà_còn vậy nhục thay,0
nhà có mấy kg cá mắm để lâu nên chắc cũng đủ khắm với trình của thắmchính_thức cần chịch đứa ad này và tặng nó lô cá mang chửi thuê cho xứng với nghề v,2
con nay da vo mat_no cho đa,2
khổ thân_a tôi 3,0
nếu bất_hạnh tao thà bất_hạnh với một đống tiền,0
ming quânn từ trúc_bạch đến cầu giấy có xa_ko nguy_hiểm quá v,0
lại bảo là k yêu đi,0
có ba giàu nhỉvay sao có ba con lừa bịp cua cô hieu mấy trăm triệu vậy à nè cô bà ơinet đẹp của cô k_dụng hàng ai luôn đóah phải gọi_là giống công_công hơnhaha chắc bà này bà quên uống thuốc rồi cả nhà ơikhung hết thuốc chữa đồ thần_kinh,2
đéo ai làm thế,1
gặp tao là chạy la_ó gọi cứu hỏa,0
nhật_phú nguyễn_thế thì t cũng chịu,0
phê cần e,0
thần quyền môn của 5 ông lục_tổ súng bắn không trúng dao chặt không đứt,0
2 cái lỗ mũi to_zậy mà vẫn thấy ngột_ngạt là sao nhỉ,1
cmt chỉ để khoe mới là fan cứng,0
phạm thanh_thúy buồn lắm chị xúy ạ k có tiền đi chơi thì ở nhà xem táo_quân thôi,0
gồng_gánh đưa nhau sang tận_nhật để chơi_trò đấm_mõm,0
thịt mèo xào xả ớt anh ưii,0
chơi vậy để không ai chơi lại mình,0
đợi thì cũng được nhưng phải rõ_ràng,0
chuẩn cmnr,0
người ta gọi_là quần_tụt đóa,0
ong ay bi_tam than ma_dung chap so tuong minh_la tien tri_la co_văn oi_troi oi,0
trúc phan_hẹn tết,0
có gì đâu mấy chú vô làm visa bên tls tq đi cả ấn cam_đức nữa cách nó làm_việc vẫn ko theo h việt_nam nhé mắc_mệt toàn lũ chưa vào tới đã tỏ ra am_hiểu,0
cuộc_sống nó thế,0
chào chị ba vàng ngọc,0
thầy có tính làm vlog ngày tết ko,0
from đồng nai with_love v_chúc anh_chị nghĩ lễ vv,0
cố lên bác ơivà dân_minh hãy thể_hiện la người có dân_trí cao điđể hàn_xẻng nó lóe_mắt ra,0
rất thuyết_phục mặc_dù chưa có nyc,0
nguyễn_thảo_my hâhha đi ngủ hk để tui dắt đi nè,0
susan nữa đi thầy oii,0
có tiền nói gì cũng đúng hi,0
phá sản_r làm đĩ đực thôi abr,2
nguyễn_bình vì a ấy giỏia ấy là chủ 1 ctya ấy hơn chtanên chta có quyền tôn_trọng a ấy,0
pha sấy đi vào lòng ng,0
anh ơi anh ở đâu cho e xin 1 chân đầu_quân ạ,0
nhac nghe chan_vl,1
kết_quả từ sự lãnh_đạo của đả tham_nhũng tràn_lan nên mới gây ra đại_họa này làm đường thì bớt vật_liệu chất_lượng kém lái_xe thì mua bằng chạy quá tốc_độ thì đã được chó vàng bảo_kê khi đã nộp mãi_lộ đăng_kiểm thì kiểm_tra bằng tiền đmcs,2
sống chậm thôi các bạn ơi,0
nếp nhăn trên não cũng né ổng rồi,2
tô phước sang cho xin video đi bạn,0
tùng sói_said nóng mệt_ntn vẫn phải bế ông_già,0
hình_như đợt msi thì phải,0
phuk cho mụ tiến về làm trưởng ban chăm_sóc sức_khỏe cho cán_bộ ahihi,2
thằng già sống bẩn quá,2
lê phương_linh nếu có nghỉ thì sát ngày nó ms tbao cho xem lúc đó chắc phải mua vé rồi chứ,0
chậm thôi cưng à despasito,0
cơ_bắp như này nè anh,0
762871239,0
theo ý_kiến cá_nhân mình thì mình thấy kicm đẹp_trai hơn jack v,0
thỉnh_thoảng lại có địt con mẹ nghe hay vãi lon,1
do dat gil,0
sói con sắp ra_đời,0
a3 lên phường nhận giấy khen nha,0
hoàng_đức trung_phúc thì fuck,2
cún vàng k có viết chữ đẹp đc như_vậy đâu bạn ơi,2
huỳnh_châu,0
chi ba vang that kg so luachi ba giup e_khoa cai_mieng con ho xuan_huong o viet nam kg biet no dc bao nhieu tien ma si_nhuc con nguoi ta 1 cach kinh_tom,2
anh ơi stream bị sao vậy anh_em xem_lại ko đc,0
nguễn trường vcl intro,0
rất tiếc ông chọn nhầm cái đãn chó chết để phục_vụ,2
hãy cứ làm chính mình a nhé chúng_em luôn ủng_hộ anh,0
rất tỉnh và dep trai,0
mày chỉ là con cờ hó oách sờ_lách làm gì câu view ah_vũ khác tiệp,2
trần_minh_tú cứ mong vậy thôi,0
đứa nào bị quay thì đình_chỉ 1 tuầnđợi rồi cũng làm lại thôirút kinh_nghiệm zậy cũng sâu_sắc rồi,0
kiểu này chất hơn a ơi,0
mà say oh yeah là của anh mình mà ad bị lag hay gì vậy,0
thích cái gì hả_hà,0
bán rẻ tổ_quốc,2
cả nước cũng thế d,0
con bóng sa_đéc,2
đi dự_giờ về nhớ mang giáo_án xịn sò nha thầy iu abe 3,0
cái ni là tiến lên miền nam nha_má nên tứ_quý có_thể chặt dc t chơi ở zing mấy năm trời,0
có phải đôi giày này ko,0
trang đỗ cháu sang theo đi,0
đó là lần cuối bé tùng được nhìn thấy con mèo,0
fan anh độ,0
ngu gia_truyền,1
xin link với cậu ơi,0
hix nét mặt hơi dữ lúc nheo mắt môi rõ nét quá nhìn ko đc đẹp ạ môi trên đầy sẽ đẹp hơn,0
thik xem_vi co_ong tuan ca chį chia tuan nhin cung qua,0
vậy là công_bằng cho 2 vợ_chồng nếu không như_vậy lại bảo thằng chồng ăn 1 mình,0
tạ quân,0
hôm nào em cầm mã_tấu qua thử nha bác dần,0
nói người ta giả_bộ thì coi chi cho mất thời_gian vậy rồi mất thời_gian bình_luận,0
không còn 1 từ nào để diễn_tả về hành_động này,0
mạnh_dạn lấy 90 tr,0
tận cảnh học_sinh đến thăm nhà thầy,0
bây_giờ muốn xem r sau_này mixigaming thành mèo tôm gaming bé tùng mất chỗ_đứng,0
xạo vl,1
nguyễn_ngân_thấy mãnh_thú của anh tôi thế_nào,0
phò cũng là 1 nghề chân_chính đấy đm thằng ad,2
trang phản_động mọi người cẩn_thận,0
yêu xa hay yêu gần không quan_trọng quan_trọng trên đầu có bao_nhiêu cái sừng thôi,0
nếu mà em giàu em vẫn sẽ chọn đi xe_máy tại em say xe không chịu được,0
tết về trên xóm nhỏ,0
đào mạnh_an bên anh họ thờ_ơ với dịch_bệnh vn vẫn là tốt nhất,0
t coi t tức ghê_t làm_biếng coi hết ghê,0
giận pínk người,0
vẫn cứ là tấu hài,0
thanh nhat nguyen oki cảm_ơn bạn,0
nguyễn_hoàng anh bạn khoanh đó có ý_nghĩa gì,0
vũ_thanh_huyền đấy là_là ghét nước rồi,0
nghèo chết mẹthiếu nợ người ta chết mẹbộ_mặt con mẹ gìnguỵ biện,2
cái này bọn khựa hay bọn tàu làm ấy nhỉ 3,2
ôi anh quang,0
chj này nhìn có nét giống cs cẩm_lychj nên tham_gia thách_thức danh_hài chỉ cần nói thoi là vui rồi,0
ảnh gốc,0
thắm mồm thối,2
rất thuyết_phục,0
điên ông này điên_điên mà lai được cccđ mời khi có sự_kiện đúng là một lũ điên có tổ_chức,2
trend này ở vn có hồi năm 1900 hồi đó rồi má ơi lâm_trần,0
có một sự_thật là tất_cả những người comment trong đây đều ko có tiền mua xe cho_dù là giá củ vậy xàm_xàm làm gì ko biết vì người đủ tiền mua xe này bây_giờ thì sao này người ta vẫn mua được,0
anh thi là m pải bị nhiễm corona goy cho m uốg thuốc thử_nghiệm vaccin,0
dăm_ba con virus,0
có ai giống tao nghe xong ko biết ý_nghĩa nó ntn kohay tao ít nghe nhạc nên mù âm_nhạc rồi hả bọn mày,0
hải yến xinh_gái mà cmt thúi hoắc à,2
thiết_nghĩ cái quầngggg này đẹp chỗ nào,0
chắc tại các bạn nghe pop ballad thuần quen rồi nên k nghe được edm đấy,0
vội đi chơi xong về còn đi cách_ly,0
nguyễn_khánh_hòa tao đã bảo mà dell tin,0
nguyệt quế nghỉ tiếp r,0
diệp hy_thích thì mai m,0
linh đàixin lỗi 0 chấp_nhận đượccô chưởi ai chưởi cả nước việt mà chỉ gật đẩu xin_lỗi là được saoxin lỗi lai_mày nói sao cho cả nước việt tao nghe lọt lỗ tai_nha mậy,0
địt mẹ m óc cức lắmđm cho cũng chửi_đéo cho cũng chửiđmtay nhanh hơn não àđéo đc bố_mẹ cho đi học àthua con chó,2
phải có những lúc trân_trọng nó mới thấy ý_nghĩa,0
xin link,0
vô_địch rồi thấy thương các cô gái nước ta vẫn còn rất nhiều người đang nỗ_lực cống_hiến cho tổ_quốc nhưng đâu_đó những đứa vẫn đang vì lợi_ích bản_thân và gia_đình nó mà bất_chấp hậu_quả tàn_phá tham_nhũng hạch_sách nhưng nó vẫn đang sung_sướng ăn trên đầu trên mồ_hôi_nước_mắt người_dân,0
vivo có lợi thật,0
em xl nhờ ad chút ạ,0
sở y_tế thì liên_quan gì đến ông can à ông admin,0
luôn ủng_hộ thầy,0
đình_quang add em vơiii,0
hồng_thái nhưng m thì có,0
lol,0
idol ngày_xưa_nay còn đâu,0
khi bạn kéo chuột thần_thái_vcl nhưng vẫn mù mắt,0
xuân trường sợ nó chẳng may lây_lan ra cộng_đồng chứ nó thì,0
tân ak xin vd anh ơi,0
thương cô33,0
chảnh chó cách_ly mà đòi phục_vụ như vua nhìn mà gét,1
trầm_trồ rồi đấy,0
sắp có sản_phẩm hợp_tác với bên jav_nha các học_trò,0
viết cái cho lòng nhẹ đúng lúc máy_bay rơi là lúc t bị chính_quyền xã củ hành_thế nên a_ức chế_kệ mẹ bố_con thằng nào chết người trong xã còn hành nhau thì tw nó cũng hành_cút,2
netflix đồng_hành cùng mùa dịch chỉ 65 k 1 thángg thôi,0
t lay_tran dan,0
rảnh thì giúp mẹ giúp cha ở đây sống chậm_mả cha chúng_mày,2
le viet anh nếu nhà t có ng bị thì sẽ xung_phong đi cách_ly chứ ko để lâu ngày đâu mà bị lm sao cả chỉ có mấy loại cm trốn cách_ly ko chữa kịp mới chết thôi loại như cm thì nên chết sớm ko lại lây ra cộng_đồng,2
cái tên nói lên tính_cách,0
chừng nào dlv_viên còn núi nước này còn 3 t ngu,0
võ sơn hải,0
chắc có,0
tran dân ngồi nhà mặc áo ko mặc quần,0
đc vl a ưi,0
một lần x6 xem anh_em có trầm_trồ,0
mỗi lần nghe có thêm 1 người_bệnh là làm mệt,0
ta nói rầu ghê,0
dieep nguyyen đỗ_minh_hoàng thuy_dung thai mừng mấy má ưiiii kkk,0
chị ơichị đẹp quá,0
chậm thôi abe,0
sang năm tặng a cái đồng_hồ báo_thức với quyển lịch,0
góc ý_thức ng_nhật,0
chán cái địt cụ mày,2
anh vừa nói cc gì vậy abe d,2
không phải thích khoe mà là sở_thích của cô thôi nha,0
tuổi_thơ dữ_dội của một đứa con gái là suốt ngày đi đá bóng với bọn con trai,0
pháp kế bên vẫn đi biểu_tình như thường nhé,0
đây là bài cmt tự_động để xin like trắng_trợn thích thì like ko thích thì like ok,0
đặng_cổ anh vy,0
thì đi đogs quản_cáo bvs,0
dung tuong chi_minh linh_la biet chui rua,0
huan ngoc nguyen_trang ko lên được nửa ông giáo ạ,0
tuổi_thơ,0
chi co,0
ngay xua_la chi em than thiet cho vang va_nha ma bay gio chui nhau nhu_hat hay,0
siêu_phẩm cho người gầy muốn,0
nhớ ông này quá mình ko ghét ông này chút nào,0
thế mà vẫn bắt jk học,0
cho e cacvjna 100 dj 0947887738,0
nguyễn_hữu_đạt kut len_top,0
cám ơn thầy,0
cứ hình_sự hóa cái tội bỏ hóa_chất vào thức_ăn và quản_lý hóa chất nhập về vn thát kỹ vào,0
bầu_cử cl gì mà tao lên fb biết kq đâu mấy tháng trc rồi bâu làm cm gì nữa lấy tiền chia đi nhâu có đã k,1
linh_huỳnh lê_thảo ry noah rosie_le trần ngọc_duy_huyền nguyễn chuyên_mục làm_giàu k khó nè quí_dị ơi chăm_lẻ sáu chệu nhậu dãnh phau câu nè kkkk,0
đẹp hơn sơn_tùng ạ,0
giống derbyitalia,0
mong rằng bọn em được nghỉ nhưng thầy_cô vẫn cho điểm cao bình_thường ạ,0
cực_kỳ thuyết_phục,0
và cô viết tâm_thư,0
cũng đúng haha,0
ngày thường cũng kẹt thê_thảm tết tới thì bọn nó cho bán vỉa_hè lập ra cái gọi_là chợ hoa đi ngang qua đó ngắm hoa thì ít hành_xác thì nhiều,0
trung_lo hết trung_hút skill trung_tư_duy trung_tình,0
nguyễn_trọng_hiệp là cò tè,0
hoàng_thiện em chưa đến lúc cần a để tự dùng đi,0
,0
mì tôm hay tôm mì,0
đơm luôn cà_khịa sela à,0
tìm hộ vị_trí sa_béo bảo_lão ấy về livestream_đe anh_em,0
ae bộ_tộc giúp với mình vào discod bị mất kênh mixi hoặc bị kích nói_chung là không thấy đăng_nhập lại thì nó hiện không vào được kênh văn_bản là sao anh_em,0
đi bắt_cóc tại quốc_gia người ta đã không có_mặt_mũi nào rồi giờ tiền thuê máy_bay còn quịt_nhục mặt quá thế_này vị_thế vn lại cắm_đầu rồi,1
xe tắng_thiết_giáp đáp_lồn má mấy thằng ở trêncmt ngu vl,2
hà_lội không vội được đâu hít ôxy thiên_đường như chưa từng được thở,0
phạm việt 100 khuyến_mãi thêm đạo_đức của bạn à,0
bìnhh tâys_phẩy ét,0
đến cức tôi còn nhìn lần cuối rồi xả nước chứ như bọn hàn_quắc đéo bh xem phim,2
cái miệng nói vậy chứ m không thấy hả nó mê_tk đó như chết_đi_sống lại,0
hải yến đéo ai cần m care nói câu muốn sút cho phát ghê,2
phạm_văn_lộc idol làm phụ_hộ nhiều quá viết sai chính_tả kìa,0
khải quân trẻ trâu vcl,1
anh nói em khóc cmnr anh ơii,0
anh t đẹp_trai vl,0
mãi_mãi fan cô hiếu,0
tỏ_tình với anh độ,0
thề tiếp đi các chàng trai,0
tay này nó cũng họ mình nhưng nói phét kinh_thế,0
con gia_nay chuyen gioi ho nhin_ge qua,2
hóng bò đỏ vào sủa đất_nước mình còn nghèo,2
hazzz,0
hài vl,0
chung bị dân việt chơi đến_cùng,0
tuyen nguyen,0
em_gái tùng sói,0
nhìn mồm con này nó có dập đầu nghìn lần cũng không_thể tha_thứ cho nghiệt trủng này,2
na tô thạch_cô miền quê mà biết dì đâu,0
hê lô mãnh_thú,0
thôi hơi đâu mà nói mấy bác thợ lặn làm chi,0
có_khi trầm_cảm mất ấy nhỉ,0
bị thằng nào chơi ác_hack face xong đổi tên face luôn đáng_lẽ phải là s0aj ca,0
mãnh_thú nhìn sợ vcl,0
diệp thu nga đã đẹp_trai lại còn tâm_lý,0
ngu phong_bì cấp quyền_loạn_ngôn,1
a này nói đạo_lý hay nèko biết có dương_tính với mai thúy ko,0
xin clip,0
xin mời người nhật nói tiếng việt lên_tiếng biện_hộ cái,0
nhìn cái bút của c em cũng biết c cũng đ phải dạng vừa,0
sai bét hết nếu lấy tên thật thì mấy đứa đoán ra làm_sao,0
trần hưng_quân thôi dịch ni thì chạy đi mô,0
đôi_khi page này chửi cũng chuẩn,0
đoàn tài em xì_trét lắm chị đừng chửi em nữa nhung said,0
hợp_lý thế pro,0
thần đồng_toán học,0
thằng già kia đứng cười chứ,2
bo tay,0
lớp 3 1958 miền bắc,0
trần như quỳnh thôi đi về,0
lúc anh sắp chút hơi thở cuối ấy anh phải bảo_tùng sói bật stream lên để chào_bộ_tộc lần cuối nghen anh,0
nhìn có_vẻ giống hình_ảnh của 1 vụ án_mạng,0
học đến mức phát giỏi,0
tao chỉ ấn_tượng quả che tên của adche thế thì m show mẹ ra cho rồi,0
mv cực chất,0
giáo_án về one champ lee bú đá và rụng mất xác,1
ông biết kết_quả rồi ông vào strem đúng không gáy nào ae ơiiiii,0
cực_kì thuyết_phục,0
bùi_đăng hoàn_chỗ này xa chỗ anh lắm em ơi,0
cực_kì thuyết_phục,0
nhiều lúc thế_này thì lại khỏe thật_thà quá thì bị dụ khôn_lỏi đanh_đá lại bị hiểu lầm,0
miệt thi cn đi cau hè,0
chuẩn cmn luôn,0
có ngày sẽ có tin con này phơi xác,2
trần thanh_hà_idol của con gái c lun,0
ok,0
bé ko_học lớn lên làm toán_học,0
be0175,0
bọn tàu chó má,2
mình nghe thấy hơi thiếu thiếu_gì gì đấy,0
con rồng cháu tiên_sợ đéo j con virus này,1
nghe thì rất free_fire nhưng lại pubg,0
e bán_nha các bác hàng chuẩn_tây bắc luôn,0
phan_đình_nguyễn con mắt cát không,0
uồiiii bạn tùng kìaaaa,0
tot nhat la_tong no vao_tu cho sach se,0
trần ngọc_duy nơi anh bước chân đến khong 1 ai dám cản bước a đi kkkkk,0
k ai là k nỗ_lực cả chỉ là chưa đúng đường hoặc là sai cách đi thôi,0
bả cở này cũng dthw,0
thứ nhất thời đó thì ông thanh đang làm chủ_tịch đà_nẵng chứ chưa lên làm thanh_tra lấy gì mà ổng bắt sai_phạm người ta phe_phái quyền_lực phía trên nó chơi nhau nên lính lác mới chết chứ ong thanh lên làm thanh_tra cũng chỉ dưới quyền chưa kịp độn,0
k biết bỏ ra bn tiền để bài này đc đăng_nhỉ,0
nổ,0
duy_trần vô_văn_hóa đúng là cha nào con nấy,0
dieu anh do nhưng ông hàn không biết mình bị còn ông nhật cố_tình,0
thang m hoang anh nguyen tag 2 con_người biết đánh_bài vào đây,0
qá tuyệt_vời,0
trao huy_trương luôn cho đồng_chí này,0
im_lặng và lặng_lẽ rời đi,0
cái địt con mẹ m,1
tôi đọc cho các ông nguyên_văn nhớ,0
như kiểu vừa ị đái xong quên kéo quần_phong_cách vl,0
tập này lâm_khánh chi đẹp,0
